Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
35043	London North Centre	London-Centre-Nord	New Democratic Party	Nouveau Parti démocratique	Gutierrez	German		(519) 451-5897	07-Apr-2011	06:30:00
35043	London North Centre	London-Centre-Nord	Green Party of Canada	Le Parti Vert du Canada	Hodge	Mary Ann		(519) 601-2461	01-Apr-2011	07:00:00
35043	London North Centre	London-Centre-Nord	Liberal Party of Canada	Parti libéral du Canada	Pearson	Glen		(519) 432-4536	05-Apr-2011	11:30:00
35043	London North Centre	London-Centre-Nord	Conservative Party of Canada	Parti conservateur du Canada	Truppe	Susan		(519) 636-3828	06-Apr-2011	09:00:00
35043	London North Centre	London-Centre-Nord	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Valastro	AnnaMaria			09-Apr-2011	10:09:00
35044	London West	London-Ouest	Green Party of Canada	Le Parti Vert du Canada	Corbett	Brad Arthur		(519) 204-7453	08-Apr-2011	12:05:00
35044	London West	London-Ouest	Liberal Party of Canada	Parti libéral du Canada	Ferguson	Doug		(519) 438-0383	04-Apr-2011	01:08:00
35044	London West	London-Ouest	New Democratic Party	Nouveau Parti démocratique	Ferguson	Peter		(519) 681-0005	05-Apr-2011	05:30:00
35044	London West	London-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Holder	Ed		(519) 644-0011	05-Apr-2011	06:45:00
35044	London West	London-Ouest	United Party of Canada	Parti Uni du Canada	Morley	Rod		(519) 872-0008	11-Apr-2011	02:27:00
35045	Markham--Unionville	Markham--Unionville	New Democratic Party	Nouveau Parti démocratique	Hawkins	Nadine Marie		(716) 260-2644	04-Apr-2011	04:55:00
35045	Markham--Unionville	Markham--Unionville	Liberal Party of Canada	Parti libéral du Canada	McCallum	John		(905) 209-2010	07-Apr-2011	11:22:00
35045	Markham--Unionville	Markham--Unionville	Green Party of Canada	Le Parti Vert du Canada	Poon	Adam		(647) 858-2289	03-Apr-2011	03:50:00
35045	Markham--Unionville	Markham--Unionville	Conservative Party of Canada	Parti conservateur du Canada	Saroya	Bob		(416) 670-0066	03-Apr-2011	03:02:00
35045	Markham--Unionville	Markham--Unionville	Libertarian Party of Canada	Parti Libertarien du Canada	Small	Allen		(905) 477-4357	10-Apr-2011	02:30:00
35046	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	New Democratic Party	Nouveau Parti démocratique	Hill	Joe		(519) 542-2344	04-Apr-2011	08:20:00
35046	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Janssens	Mike		(519) 673-7646	07-Apr-2011	03:17:00
35046	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	Green Party of Canada	Le Parti Vert du Canada	Johnston	Jim		(519) 666-1203	06-Apr-2011	03:34:00
35046	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	Conservative Party of Canada	Parti conservateur du Canada	Shipley	Bev		(855) 345-7770	01-Apr-2011	03:58:00
35046	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	Liberal Party of Canada	Parti libéral du Canada	Stucke	Gayle		1 888 629-0998	08-Apr-2011	02:17:00
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Conservative Party of Canada	Parti conservateur du Canada	Adams	Eve		(905) 502-9325	08-Apr-2011	09:02:00
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Liberal Party of Canada	Parti libéral du Canada	Bains	Navdeep		(905) 454-2882	03-Apr-2011	01:40:00
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	New Democratic Party	Nouveau Parti démocratique	Glavan	Jim			08-Apr-2011	11:30:00
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Green Party of Canada	Le Parti Vert du Canada	Stone	Benjamin Jonathon	Ullysses	(647) 283-3995	08-Apr-2011	10:15:00
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Sullivan	Tim		(416) 253-4475	08-Apr-2011	10:45:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	New Democratic Party	Nouveau Parti démocratique	Ahmed	Waseem		(647) 706-6637	07-Apr-2011	04:21:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Green Party of Canada	Le Parti Vert du Canada	Bhikha	Jaymini		(416) 275-8573	06-Apr-2011	10:35:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Chénier	Pierre		(416) 253-4475	07-Apr-2011	11:18:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Liberal Party of Canada	Parti libéral du Canada	Fonseca	Peter		(905) 270-8000	31-Mar-2011	11:42:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Conservative Party of Canada	Parti conservateur du Canada	Lizon	Wladyslaw		(905) 273-6446	01-Apr-2011	11:58:00
35049	Mississauga--Erindale	Mississauga--Erindale	Liberal Party of Canada	Parti libéral du Canada	Alghabra	Omar		(289) 997-7695	31-Mar-2011	02:02:00
35049	Mississauga--Erindale	Mississauga--Erindale	New Democratic Party	Nouveau Parti démocratique	Bilek	Michelle		(416) 953-5569	05-Apr-2011	10:03:00
35049	Mississauga--Erindale	Mississauga--Erindale	Conservative Party of Canada	Parti conservateur du Canada	Dechert	Robert		(905) 277-1500	04-Apr-2011	06:32:00
35049	Mississauga--Erindale	Mississauga--Erindale	Green Party of Canada	Le Parti Vert du Canada	Fraser	John			01-Apr-2011	07:18:00
35049	Mississauga--Erindale	Mississauga--Erindale	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Sullivan	Dagmar		(416) 253-4475	06-Apr-2011	08:54:00
35050	Mississauga South	Mississauga-Sud	Conservative Party of Canada	Parti conservateur du Canada	Ambler	Stella		(905) 486-1706	01-Apr-2011	06:42:00
35050	Mississauga South	Mississauga-Sud	No Affiliation	Aucune appartenance	Barrett	Richard		(905) 823-1487	08-Apr-2011	11:55:00
35050	Mississauga South	Mississauga-Sud	New Democratic Party	Nouveau Parti démocratique	Kalbouneh	Farah		(905) 278-7845	03-Apr-2011	12:43:00
35050	Mississauga South	Mississauga-Sud	Green Party of Canada	Le Parti Vert du Canada	Simas	Paul		(416) 824-8351	12-Apr-2011	12:03:00
35050	Mississauga South	Mississauga-Sud	Liberal Party of Canada	Parti libéral du Canada	Szabo	Paul		(905) 823-0823	04-Apr-2011	05:38:00
35051	Mississauga--Streetsville	Mississauga--Streetsville	Conservative Party of Canada	Parti conservateur du Canada	Butt	Brad		(905) 281-7855	05-Apr-2011	04:20:00
35051	Mississauga--Streetsville	Mississauga--Streetsville	Liberal Party of Canada	Parti libéral du Canada	Crombie	Bonnie		(289) 997-4833	06-Apr-2011	06:00:00
35051	Mississauga--Streetsville	Mississauga--Streetsville	Green Party of Canada	Le Parti Vert du Canada	Hill	Chris		(905) 301-5950	02-Apr-2011	02:00:00
35051	Mississauga--Streetsville	Mississauga--Streetsville	New Democratic Party	Nouveau Parti démocratique	Naqvi	Aijaz		(647) 781-8258	05-Apr-2011	04:25:00
35052	Nepean--Carleton	Nepean--Carleton	Green Party of Canada	Le Parti Vert du Canada	Cooke	Jean-Luc		(613) 800-0571	01-Apr-2011	02:30:00
35052	Nepean--Carleton	Nepean--Carleton	New Democratic Party	Nouveau Parti démocratique	Dagenais	Ric		(613) 820-8920	03-Apr-2011	03:45:00
35052	Nepean--Carleton	Nepean--Carleton	Liberal Party of Canada	Parti libéral du Canada	Keon	Ryan		(613) 727-4600	01-Apr-2011	05:55:00
35052	Nepean--Carleton	Nepean--Carleton	Conservative Party of Canada	Parti conservateur du Canada	Poilievre	Pierre		(613) 440-3026	01-Apr-2011	01:00:00
35053	Newmarket--Aurora	Newmarket--Aurora	Progressive Canadian Party	Parti Progressiste Canadien	Baxter	Dorian		(905) 853-8949	10-Apr-2011	03:30:00
35053	Newmarket--Aurora	Newmarket--Aurora	New Democratic Party	Nouveau Parti démocratique	Bidarian	Kassandra			01-Apr-2011	05:30:00
35053	Newmarket--Aurora	Newmarket--Aurora	Conservative Party of Canada	Parti conservateur du Canada	Brown	Lois		(905) 726-3555	01-Apr-2011	05:00:00
35053	Newmarket--Aurora	Newmarket--Aurora	Green Party of Canada	Le Parti Vert du Canada	Long	Vanessa		(905) 751-6158	02-Apr-2011	11:15:00
35053	Newmarket--Aurora	Newmarket--Aurora	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Mackie	Yvonne		(416) 462-9541	11-Apr-2011	12:10:00
35053	Newmarket--Aurora	Newmarket--Aurora	Liberal Party of Canada	Parti libéral du Canada	Peterson	Kyle		(905) 898-6881	04-Apr-2011	07:40:00
35054	Niagara Falls	Niagara Falls	Liberal Party of Canada	Parti libéral du Canada	Hodgson	Bev		(905) 358-2900	06-Apr-2011	03:30:00
35054	Niagara Falls	Niagara Falls	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Jonker	Harold		(905) 961-1508	09-Apr-2011	06:39:00
35054	Niagara Falls	Niagara Falls	New Democratic Party	Nouveau Parti démocratique	Kelley	Heather			06-Apr-2011	08:30:00
35054	Niagara Falls	Niagara Falls	Conservative Party of Canada	Parti conservateur du Canada	Nicholson	Rob		(905) 371-2987	01-Apr-2011	07:00:00
35054	Niagara Falls	Niagara Falls	Green Party of Canada	Le Parti Vert du Canada	Willick	Shawn		(905) 357-2932	31-Mar-2011	08:30:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Conservative Party of Canada	Parti conservateur du Canada	Allison	Dean		1 877 309-3326	01-Apr-2011	12:10:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Liberal Party of Canada	Parti libéral du Canada	Bieda	Stephen		(855) 222-5660	05-Apr-2011	12:30:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Green Party of Canada	Le Parti Vert du Canada	Frere	Sid		(905) 957-6283	05-Apr-2011	04:00:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	New Democratic Party	Nouveau Parti démocratique	Heatley	David		(905) 562-7773	05-Apr-2011	08:30:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Jongbloed	Bryan		(905) 386-0995	01-Apr-2011	02:15:00
35056	Nickel Belt	Nickel Belt	Liberal Party of Canada	Parti libéral du Canada	Cormier	Joe		1 888 630-8683	03-Apr-2011	08:45:00
35056	Nickel Belt	Nickel Belt	New Democratic Party	Nouveau Parti démocratique	Gravelle	Claude		(705) 897-0257	31-Mar-2011	03:30:00
35056	Nickel Belt	Nickel Belt	Green Party of Canada	Le Parti Vert du Canada	Guillot-Proulx	Christine		(705) 669-1704	07-Apr-2011	11:00:00
35056	Nickel Belt	Nickel Belt	Conservative Party of Canada	Parti conservateur du Canada	Reynolds	Lynne		(705) 897-4343	07-Apr-2011	12:00:00
35056	Nickel Belt	Nickel Belt	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Rutchinski	Steve		(705) 585-0638	07-Apr-2011	07:15:00
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	Conservative Party of Canada	Parti conservateur du Canada	Aspin	Jay		1 800 476-0492	01-Apr-2011	03:50:00
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	Green Party of Canada	Le Parti Vert du Canada	Daley	Scott Edward		(705) 491-0445	05-Apr-2011	05:55:00
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	New Democratic Party	Nouveau Parti démocratique	Eckert	Rona		(705) 845-0322	05-Apr-2011	05:00:00
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	Liberal Party of Canada	Parti libéral du Canada	Rota	Anthony		(705) 494-7682	04-Apr-2011	08:50:00
35058	Northumberland--Quinte West	Northumberland--Quinte West	New Democratic Party	Nouveau Parti démocratique	Christianson	Russ		(289) 252-1025	09-Apr-2011	02:15:00
35058	Northumberland--Quinte West	Northumberland--Quinte West	Conservative Party of Canada	Parti conservateur du Canada	Norlock	Rick		(905) 372-4713	02-Apr-2011	04:05:00
35058	Northumberland--Quinte West	Northumberland--Quinte West	Liberal Party of Canada	Parti libéral du Canada	Rudd	Kim		1 866 613-0728	02-Apr-2011	03:50:00
35058	Northumberland--Quinte West	Northumberland--Quinte West	Green Party of Canada	Le Parti Vert du Canada	Torrie	Ralph		(905) 396-3901	04-Apr-2011	08:25:00
35059	Oak Ridges--Markham	Oak Ridges--Markham	Conservative Party of Canada	Parti conservateur du Canada	Calandra	Paul		(416) 738-0604	05-Apr-2011	02:14:00
35059	Oak Ridges--Markham	Oak Ridges--Markham	New Democratic Party	Nouveau Parti démocratique	Hagan	Janice		(416) 768-1299	03-Apr-2011	05:43:00
35059	Oak Ridges--Markham	Oak Ridges--Markham	Green Party of Canada	Le Parti Vert du Canada	Haitas	Trifon		(416) 871-4288	31-Mar-2011	08:47:00
35059	Oak Ridges--Markham	Oak Ridges--Markham	Progressive Canadian Party	Parti Progressiste Canadien	Siciliano	John		(905) 223-0349	11-Apr-2011	12:30:00
35059	Oak Ridges--Markham	Oak Ridges--Markham	Liberal Party of Canada	Parti libéral du Canada	Temelkovski	Lui		(905) 940-4488	06-Apr-2011	01:30:00
35060	Oakville	Oakville	Green Party of Canada	Le Parti Vert du Canada	Chlobowski	Andrew		(905) 469-9757	06-Apr-2011	10:00:00
35060	Oakville	Oakville	New Democratic Party	Nouveau Parti démocratique	Ede	James		(905) 808-8246	05-Apr-2011	08:50:00
35060	Oakville	Oakville	Liberal Party of Canada	Parti libéral du Canada	Khan	Max		(905) 844-2629	03-Apr-2011	04:05:00
35060	Oakville	Oakville	Conservative Party of Canada	Parti conservateur du Canada	Young	Terence			06-Apr-2011	02:50:00
35061	Oshawa	Oshawa	Green Party of Canada	Le Parti Vert du Canada	Bates	Gail		(905) 431-0740	30-Mar-2011	07:08:00
35061	Oshawa	Oshawa	Libertarian Party of Canada	Parti Libertarien du Canada	Belanger	Matthew		(905) 725-8245	09-Apr-2011	04:50:00
35061	Oshawa	Oshawa	New Democratic Party	Nouveau Parti démocratique	Buckley	Chris		(289) 222-6549	07-Apr-2011	09:30:00
35061	Oshawa	Oshawa	Conservative Party of Canada	Parti conservateur du Canada	Carrie	Colin		(905) 721-9022	05-Apr-2011	12:09:00
35061	Oshawa	Oshawa	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Gershuny	David		(416) 253-4475	05-Apr-2011	12:21:00
35061	Oshawa	Oshawa	Liberal Party of Canada	Parti libéral du Canada	Morton	James Cooper		(905) 433-4155	05-Apr-2011	05:08:00
35062	Ottawa Centre	Ottawa-Centre	Marijuana Party	Parti Marijuana	Akpata	John Andrew		(613) 240-7550	12-Apr-2011	10:18:00
35062	Ottawa Centre	Ottawa-Centre	Independent	Indépendant	Bellai	Romeo		(613) 715-9046	12-Apr-2011	08:11:00
35062	Ottawa Centre	Ottawa-Centre	Liberal Party of Canada	Parti libéral du Canada	Bradley	Scott		(613) 728-5333	02-Apr-2011	04:25:00
35062	Ottawa Centre	Ottawa-Centre	New Democratic Party	Nouveau Parti démocratique	Dewar	Paul		(613) 236-3808	02-Apr-2011	04:24:00
35062	Ottawa Centre	Ottawa-Centre	Green Party of Canada	Le Parti Vert du Canada	Hunter	Jen		(613) 288-9115	02-Apr-2011	04:26:00
35062	Ottawa Centre	Ottawa-Centre	Conservative Party of Canada	Parti conservateur du Canada	Konstantinakos	Damian		(613) 237-0020	02-Apr-2011	04:27:00
35062	Ottawa Centre	Ottawa-Centre	Communist Party of Canada	Parti communiste du Canada	Ryan	Stuart		(613) 232-7108	08-Apr-2011	11:55:00
35062	Ottawa Centre	Ottawa-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Soublière	Pierre		(819) 568-3707	07-Apr-2011	04:16:00
35063	Ottawa--Orléans	Ottawa--Orléans	Liberal Party of Canada	Parti libéral du Canada	Bertschi	David		(613) 837-5422	02-Apr-2011	12:15:00
35063	Ottawa--Orléans	Ottawa--Orléans	New Democratic Party	Nouveau Parti démocratique	Cénatus	Martine			05-Apr-2011	10:00:00
35063	Ottawa--Orléans	Ottawa--Orléans	Conservative Party of Canada	Parti conservateur du Canada	Galipeau	Royal		(613) 830-8800	01-Apr-2011	02:15:00
35063	Ottawa--Orléans	Ottawa--Orléans	Green Party of Canada	Le Parti Vert du Canada	Maillet	Paul		(613) 841-9216	07-Apr-2011	06:00:00
35064	Ottawa South	Ottawa-Sud	Pirate Party of Canada	Parti Pirate du Canada	Bleskie	Mike			11-Apr-2011	01:30:00
35064	Ottawa South	Ottawa-Sud	Progressive Canadian Party	Parti Progressiste Canadien	Gullon	Al		(613) 738-0712	11-Apr-2011	01:45:00
35064	Ottawa South	Ottawa-Sud	Green Party of Canada	Le Parti Vert du Canada	Kitor	Mick		(613) 600-4779	08-Apr-2011	06:00:00
35064	Ottawa South	Ottawa-Sud	Liberal Party of Canada	Parti libéral du Canada	McGuinty	David		(613) 526-9339	01-Apr-2011	12:30:00
35064	Ottawa South	Ottawa-Sud	New Democratic Party	Nouveau Parti démocratique	McLaren	James		(613) 282-2670	02-Apr-2011	03:00:00
35064	Ottawa South	Ottawa-Sud	Conservative Party of Canada	Parti conservateur du Canada	Salibi	Elie		(613) 733-4390	31-Mar-2011	10:35:00
35065	Ottawa--Vanier	Ottawa--Vanier	Liberal Party of Canada	Parti libéral du Canada	Bélanger	Mauril		(613) 744-4847	04-Apr-2011	11:05:00
35065	Ottawa--Vanier	Ottawa--Vanier	New Democratic Party	Nouveau Parti démocratique	Haché	Trevor		(613) 749-8683	31-Mar-2011	10:30:00
35065	Ottawa--Vanier	Ottawa--Vanier	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Legeais	Christian		(613) 276-9102	05-Apr-2011	07:00:00
35065	Ottawa--Vanier	Ottawa--Vanier	Green Party of Canada	Le Parti Vert du Canada	Rioux	Caroline		(613) 801-0261	03-Apr-2011	06:30:00
35065	Ottawa--Vanier	Ottawa--Vanier	Conservative Party of Canada	Parti conservateur du Canada	Westland	Rem		(613) 422-5756	31-Mar-2011	10:30:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Conservative Party of Canada	Parti conservateur du Canada	Baird	John		(613) 226-2234	01-Apr-2011	03:00:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Green Party of Canada	Le Parti Vert du Canada	MacKenzie	Mark		(613) 224-0050	07-Apr-2011	02:25:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	New Democratic Party	Nouveau Parti démocratique	Rivier	Marlene		(613) 234-7399	01-Apr-2011	10:15:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Liberal Party of Canada	Parti libéral du Canada	Vandenbeld	Anita		(613) 789-8683	31-Mar-2011	09:45:00
35067	Oxford	Oxford	New Democratic Party	Nouveau Parti démocratique	Arsenault	Paul		(519) 539-8630	06-Apr-2011	03:30:00
35067	Oxford	Oxford	Green Party of Canada	Le Parti Vert du Canada	Farlow	Mike		(519) 485-2636	05-Apr-2011	04:15:00
35067	Oxford	Oxford	Liberal Party of Canada	Parti libéral du Canada	Lobzun	Tim		(519) 485-4382	10-Apr-2011	02:00:00
35067	Oxford	Oxford	Conservative Party of Canada	Parti conservateur du Canada	MacKenzie	Dave		(519) 602-0151	01-Apr-2011	04:00:00
35067	Oxford	Oxford	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Markus	John		(519) 532-4355	09-Apr-2011	05:20:00
35068	Parkdale--High Park	Parkdale--High Park	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Borkowski	Andrew			06-Apr-2011	05:20:00
35068	Parkdale--High Park	Parkdale--High Park	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Gershuny	Lorne		(416) 253-4475	10-Apr-2011	12:40:00
35068	Parkdale--High Park	Parkdale--High Park	Liberal Party of Canada	Parti libéral du Canada	Kennedy	Gerard		(416) 763-2700	08-Apr-2011	08:45:00
35068	Parkdale--High Park	Parkdale--High Park	New Democratic Party	Nouveau Parti démocratique	Nash	Peggy		(416) 532-6274	04-Apr-2011	05:15:00
35068	Parkdale--High Park	Parkdale--High Park	Green Party of Canada	Le Parti Vert du Canada	Newton	Sarah		(416) 533-2030	11-Apr-2011	12:45:00
35068	Parkdale--High Park	Parkdale--High Park	Marijuana Party	Parti Marijuana	Parker	Terry		(416) 533-7756	04-Apr-2011	02:30:00
35068	Parkdale--High Park	Parkdale--High Park	Conservative Party of Canada	Parti conservateur du Canada	Train	Taylor		(416) 535-4494	08-Apr-2011	01:25:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Independent	Indépendant	Carmichael	David		(705) 784-0712	02-Apr-2011	02:55:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Conservative Party of Canada	Parti conservateur du Canada	Clement	Tony		1 866 461-8669	02-Apr-2011	09:15:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Green Party of Canada	Le Parti Vert du Canada	Hodgson	Glen			06-Apr-2011	11:05:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Smith	Albert Gray		(416) 253-4475	08-Apr-2011	09:45:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Liberal Party of Canada	Parti libéral du Canada	Waters	Cindy		(705) 646-1300	03-Apr-2011	01:20:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	New Democratic Party	Nouveau Parti démocratique	Wilson	Wendy		(705) 938-1242	01-Apr-2011	02:50:00
35070	Perth--Wellington	Perth--Wellington	Green Party of Canada	Le Parti Vert du Canada	Cowling	John		(519) 272-3344	07-Apr-2011	01:15:00
35070	Perth--Wellington	Perth--Wellington	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	DeVries	Irma N		(519) 338-3920	05-Apr-2011	10:30:00
35070	Perth--Wellington	Perth--Wellington	Liberal Party of Canada	Parti libéral du Canada	McTavish	Bob		(519) 273-2460	05-Apr-2011	06:35:00
35070	Perth--Wellington	Perth--Wellington	New Democratic Party	Nouveau Parti démocratique	Papenburg	Ellen		(519) 301-8650	05-Apr-2011	05:35:00
35070	Perth--Wellington	Perth--Wellington	Conservative Party of Canada	Parti conservateur du Canada	Schellenberger	Gary		(519) 271-7359	05-Apr-2011	02:55:00
35071	Peterborough	Peterborough	Canadian Action Party	Parti action canadienne	Bates	Michael		(705) 868-1026	11-Apr-2011	08:25:00
35071	Peterborough	Peterborough	Green Party of Canada	Le Parti Vert du Canada	Bell	Michael		(705) 868-6616	04-Apr-2011	09:40:00
35071	Peterborough	Peterborough	Conservative Party of Canada	Parti conservateur du Canada	Del Mastro	Dean		(705) 876-0728	02-Apr-2011	02:30:00
35071	Peterborough	Peterborough	Liberal Party of Canada	Parti libéral du Canada	McGregor	Betsy		(705) 775-0610	31-Mar-2011	07:25:00
35071	Peterborough	Peterborough	New Democratic Party	Nouveau Parti démocratique	Nickle	Dave		(705) 741-3244	01-Apr-2011	09:01:00
35071	Peterborough	Peterborough	No Affiliation	Aucune appartenance	Scott	Gordon		(705) 652-6655	11-Apr-2011	01:35:00
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	Conservative Party of Canada	Parti conservateur du Canada	Chisu	Corneliu		(647) 776-3100	04-Apr-2011	10:20:00
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	Liberal Party of Canada	Parti libéral du Canada	McTeague	Dan		(905) 421-8787	07-Apr-2011	07:40:00
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	New Democratic Party	Nouveau Parti démocratique	Moffat	Andrea		(416) 573-8411	08-Apr-2011	08:30:00
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	Green Party of Canada	Le Parti Vert du Canada	Smith	Kevin		(905) 831-5651	31-Mar-2011	02:00:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Independent	Indépendant	Hickey	Tim			11-Apr-2011	07:35:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Conservative Party of Canada	Parti conservateur du Canada	Kramp	Daryl		(613) 920-1177	05-Apr-2011	04:00:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Green Party of Canada	Le Parti Vert du Canada	Larkin	Patrick		(613) 922-0077	10-Apr-2011	03:12:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	New Democratic Party	Nouveau Parti démocratique	McMahon	Michael		(613) 968-7036	31-Mar-2011	09:35:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Progressive Canadian Party	Parti Progressiste Canadien	Skinner	Andrew		(613) 242-8566	11-Apr-2011	05:40:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Liberal Party of Canada	Parti libéral du Canada	Tinsley	Peter		(613) 966-6661	31-Mar-2011	08:30:00
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	New Democratic Party	Nouveau Parti démocratique	Burton	Eric			07-Apr-2011	07:00:00
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Independent	Indépendant	Clouthier	Hec		(613) 732-3621	02-Apr-2011	11:50:00
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Conservative Party of Canada	Parti conservateur du Canada	Gallant	Cheryl		(613) 629-3000	02-Apr-2011	03:04:00
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Liberal Party of Canada	Parti libéral du Canada	Tabbert	Christine		(613) 629-2010	05-Apr-2011	02:30:00
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Green Party of Canada	Le Parti Vert du Canada	Van Schie	Roseanne		1 888 613-3434	09-Apr-2011	01:40:00
35075	Richmond Hill	Richmond Hill	New Democratic Party	Nouveau Parti démocratique	DeVita	Adam		(905) 508-5378	06-Apr-2011	10:45:00
35075	Richmond Hill	Richmond Hill	Green Party of Canada	Le Parti Vert du Canada	Hastings	Cameron W.			10-Apr-2011	01:30:00
35075	Richmond Hill	Richmond Hill	Conservative Party of Canada	Parti conservateur du Canada	Menegakis	Costas		(416) 970-5799	06-Apr-2011	03:20:00
35075	Richmond Hill	Richmond Hill	Liberal Party of Canada	Parti libéral du Canada	Wilfert	Bryon			10-Apr-2011	12:20:00
35076	St. Catharines	St. Catharines	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Bylsma	Dave		(905) 935-1898	06-Apr-2011	06:15:00
35076	St. Catharines	St. Catharines	Conservative Party of Canada	Parti conservateur du Canada	Dykstra	Rick		(905) 935-8683	01-Apr-2011	03:55:00
35076	St. Catharines	St. Catharines	Liberal Party of Canada	Parti libéral du Canada	Gill	Andrew		(905) 397-6799	02-Apr-2011	12:20:00
35076	St. Catharines	St. Catharines	Green Party of Canada	Le Parti Vert du Canada	Mooradian	Jennifer		(905) 935-8074	04-Apr-2011	04:50:00
35076	St. Catharines	St. Catharines	Communist Party of Canada	Parti communiste du Canada	Waziruddin	Saleh		(905) 394-0029	09-Apr-2011	11:45:00
35076	St. Catharines	St. Catharines	New Democratic Party	Nouveau Parti démocratique	Williams	Mike		(289) 362-5482	06-Apr-2011	06:45:00
