Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
35039	Kitchener--Waterloo	Kitchener--Waterloo	Conservative Party of Canada	Parti conservateur du Canada	Braid	Peter		(519) 888-8300	17-Sep-2008	02:08:00
35039	Kitchener--Waterloo	Kitchener--Waterloo	Independent	Indépendant	Corbiere	Mark			22-Sep-2008	11:21:00
35039	Kitchener--Waterloo	Kitchener--Waterloo	Libertarian Party of Canada	Parti Libertarien du Canada	Cousineau	Jason		(519) 894-4202	21-Sep-2008	12:31:00
35039	Kitchener--Waterloo	Kitchener--Waterloo	Canadian Action Party	Parti action canadienne	Huntingdon	Kyle James		(519) 954-1693	19-Sep-2008	10:51:00
35039	Kitchener--Waterloo	Kitchener--Waterloo	New Democratic Party	Nouveau Parti démocratique	Jacobsen	Cindy		(519) 725-4888	14-Sep-2008	01:15:00
35039	Kitchener--Waterloo	Kitchener--Waterloo	Green Party of Canada	Le Parti Vert du Canada	MacLellan	Cathy		(519) 591-9707	18-Sep-2008	09:56:00
35039	Kitchener--Waterloo	Kitchener--Waterloo	Communist Party of Canada	Parti communiste du Canada	Portillo	Ramon		(519) 651-0313	21-Sep-2008	01:00:00
35039	Kitchener--Waterloo	Kitchener--Waterloo	Liberal Party of Canada	Parti libéral du Canada	Telegdi	Andrew		(519) 747-3731	12-Sep-2008	09:40:00
35040	Lanark--Frontenac--Lennox and Addington	Lanark--Frontenac--Lennox and Addington	Marijuana Party	Parti Marijuana	Rathwell	Ernest Oliver		(613) 253-8419	19-Sep-2008	09:10:00
35040	Lanark--Frontenac--Lennox and Addington	Lanark--Frontenac--Lennox and Addington	Conservative Party of Canada	Parti conservateur du Canada	Reid	Scott		1 800 504-2431	20-Sep-2008	05:15:00
35040	Lanark--Frontenac--Lennox and Addington	Lanark--Frontenac--Lennox and Addington	Liberal Party of Canada	Parti libéral du Canada	Remington	David		(613) 767-9025	16-Sep-2008	02:00:00
35040	Lanark--Frontenac--Lennox and Addington	Lanark--Frontenac--Lennox and Addington	Green Party of Canada	Le Parti Vert du Canada	Walker	Chris		(613) 479-2829	18-Sep-2008	03:40:00
35040	Lanark--Frontenac--Lennox and Addington	Lanark--Frontenac--Lennox and Addington	New Democratic Party	Nouveau Parti démocratique	Willard	Sandra		1 888 637-5352	11-Sep-2008	09:15:00
35041	Leeds--Grenville	Leeds--Grenville	New Democratic Party	Nouveau Parti démocratique	Armstrong	Steve		(613) 345-7732	15-Sep-2008	04:27:00
35041	Leeds--Grenville	Leeds--Grenville	Conservative Party of Canada	Parti conservateur du Canada	Brown	Gord		(613) 342-8519	16-Sep-2008	02:50:00
35041	Leeds--Grenville	Leeds--Grenville	Liberal Party of Canada	Parti libéral du Canada	Loveys	Marjory		1 888 342-4260	19-Sep-2008	12:10:00
35041	Leeds--Grenville	Leeds--Grenville	Progressive Canadian Party	Parti Progressiste Canadien	McCrea	John			21-Sep-2008	01:00:00
35041	Leeds--Grenville	Leeds--Grenville	Green Party of Canada	Le Parti Vert du Canada	Warnock	Jeanie			15-Sep-2008	10:50:00
35042	London--Fanshawe	London--Fanshawe	Conservative Party of Canada	Parti conservateur du Canada	Ambrogio	Mary Lou			16-Sep-2008	10:40:00
35042	London--Fanshawe	London--Fanshawe	Liberal Party of Canada	Parti libéral du Canada	Gauthier	Jacquie			17-Sep-2008	12:00:00
35042	London--Fanshawe	London--Fanshawe	New Democratic Party	Nouveau Parti démocratique	Mathyssen	Irene		(519) 451-0099	14-Sep-2008	01:29:00
35042	London--Fanshawe	London--Fanshawe	Green Party of Canada	Le Parti Vert du Canada	O'Neail	Daniel		(519) 204-2345	20-Sep-2008	05:12:00
35042	London--Fanshawe	London--Fanshawe	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Vanderhoeven	Leonard		(519) 537-7432	20-Sep-2008	05:19:00
35043	London North Centre	London-Centre-Nord	Green Party of Canada	Le Parti Vert du Canada	Hodge	Mary Ann			12-Sep-2008	07:30:00
35043	London North Centre	London-Centre-Nord	New Democratic Party	Nouveau Parti démocratique	Holmes	Steve		(519) 432-1818	21-Sep-2008	12:00:00
35043	London North Centre	London-Centre-Nord	Liberal Party of Canada	Parti libéral du Canada	Pearson	Glen		(519) 432-4536	17-Sep-2008	04:30:00
35043	London North Centre	London-Centre-Nord	Conservative Party of Canada	Parti conservateur du Canada	Van Meerbergen	Paul		(519) 204-0625	12-Sep-2008	06:00:00
35044	London West	London-Ouest	Liberal Party of Canada	Parti libéral du Canada	Barnes	Sue			11-Sep-2008	04:00:00
35044	London West	London-Ouest	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Bartley	Leslie		(519) 537-5322	19-Sep-2008	03:17:00
35044	London West	London-Ouest	New Democratic Party	Nouveau Parti démocratique	Ferguson	Peter Lawrence		(519) 681-0005	15-Sep-2008	12:10:00
35044	London West	London-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Holder	Ed		(519) 471-1946	11-Sep-2008	04:10:00
35044	London West	London-Ouest	Progressive Canadian Party	Parti Progressiste Canadien	Hunter	Steve		(519) 317-7900	22-Sep-2008	01:55:00
35044	London West	London-Ouest	Green Party of Canada	Le Parti Vert du Canada	Jarabek	Monica			11-Sep-2008	05:45:00
35045	Markham--Unionville	Markham--Unionville	Green Party of Canada	Le Parti Vert du Canada	Aitken	Leonard		(416) 873-6262	20-Sep-2008	09:37:00
35045	Markham--Unionville	Markham--Unionville	Conservative Party of Canada	Parti conservateur du Canada	Fletcher	Duncan		(416) 859-6868	11-Sep-2008	06:27:00
35045	Markham--Unionville	Markham--Unionville	New Democratic Party	Nouveau Parti démocratique	Hawkins	Nadine			19-Sep-2008	06:22:00
35045	Markham--Unionville	Markham--Unionville	Liberal Party of Canada	Parti libéral du Canada	McCallum	John		(905) 513-7663	13-Sep-2008	05:30:00
35045	Markham--Unionville	Markham--Unionville	Libertarian Party of Canada	Parti Libertarien du Canada	Small	Allen		(905) 477-4357	18-Sep-2008	10:47:00
35046	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	New Democratic Party	Nouveau Parti démocratique	Hill	Joe		(519) 542-2344	19-Sep-2008	07:43:00
35046	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Janssens	Micheal			15-Sep-2008	05:15:00
35046	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	Green Party of Canada	Le Parti Vert du Canada	Johnston	Jim		(519) 264-9345	15-Sep-2008	08:52:00
35046	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	Conservative Party of Canada	Parti conservateur du Canada	Shipley	Bev		1 866 765-2254	14-Sep-2008	12:10:00
35046	Lambton--Kent--Middlesex	Lambton--Kent--Middlesex	Liberal Party of Canada	Parti libéral du Canada	Wesley	Jeff		(519) 627-7802	15-Sep-2008	07:00:00
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Conservative Party of Canada	Parti conservateur du Canada	Ataullahjan	Salma		(905) 502-5428	17-Sep-2008	06:10:00
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Liberal Party of Canada	Parti libéral du Canada	Bains	Navdeep		(905) 565-7491	16-Sep-2008	03:15:00
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	New Democratic Party	Nouveau Parti démocratique	Pandher	Karan		(647) 220-0637	20-Sep-2008	09:55:00
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Sullivan	Tim		(416) 253-4475	20-Sep-2008	02:30:00
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Green Party of Canada	Le Parti Vert du Canada	Yogaretnam	Grace			15-Sep-2008	11:48:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	New Democratic Party	Nouveau Parti démocratique	Balasunderam	Satish			20-Sep-2008	11:02:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Conservative Party of Canada	Parti conservateur du Canada	Bhagat	Melissa		(905) 487-3785	17-Sep-2008	11:45:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Green Party of Canada	Le Parti Vert du Canada	Bhikha	Jaymini			19-Sep-2008	05:05:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Chénier	Pierre		(416) 253-4475	21-Sep-2008	03:44:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Liberal Party of Canada	Parti libéral du Canada	Guarnieri	Albina		(905) 766-1482	17-Sep-2008	03:24:00
35049	Mississauga--Erindale	Mississauga--Erindale	Liberal Party of Canada	Parti libéral du Canada	Alghabra	Omar		(905) 820-7721	12-Sep-2008	03:21:00
35049	Mississauga--Erindale	Mississauga--Erindale	Conservative Party of Canada	Parti conservateur du Canada	Dechert	Bob		(905) 949-0951	12-Sep-2008	12:17:00
35049	Mississauga--Erindale	Mississauga--Erindale	Green Party of Canada	Le Parti Vert du Canada	Pietro	Richard		(905) 510-1540	19-Sep-2008	07:23:00
35049	Mississauga--Erindale	Mississauga--Erindale	New Democratic Party	Nouveau Parti démocratique	Rizvi	Mustafa		(905) 564-0510	20-Sep-2008	04:41:00
35049	Mississauga--Erindale	Mississauga--Erindale	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Sullivan	Dagmar		(416) 253-4475	17-Sep-2008	08:00:00
35050	Mississauga South	Mississauga-Sud	Conservative Party of Canada	Parti conservateur du Canada	Arrison	Hugh		(905) 274-9643	12-Sep-2008	03:00:00
35050	Mississauga South	Mississauga-Sud	Green Party of Canada	Le Parti Vert du Canada	Laushway	Richard		(647) 377-8923	16-Sep-2008	10:32:00
35050	Mississauga South	Mississauga-Sud	Liberal Party of Canada	Parti libéral du Canada	Szabo	Paul			10-Sep-2008	06:34:00
35050	Mississauga South	Mississauga-Sud	New Democratic Party	Nouveau Parti démocratique	Turner	Matt			20-Sep-2008	11:13:00
35051	Mississauga--Streetsville	Mississauga--Streetsville	Independent	Indépendant	Bunag	Ralph		(905) 824-5980	19-Sep-2008	08:20:00
35051	Mississauga--Streetsville	Mississauga--Streetsville	Green Party of Canada	Le Parti Vert du Canada	Casanova	Otto			15-Sep-2008	08:35:00
35051	Mississauga--Streetsville	Mississauga--Streetsville	Liberal Party of Canada	Parti libéral du Canada	Crombie	Bonnie		(905) 567-8683	18-Sep-2008	09:50:00
35051	Mississauga--Streetsville	Mississauga--Streetsville	Conservative Party of Canada	Parti conservateur du Canada	Khan	Wajid		(905) 819-8383	16-Sep-2008	08:45:00
35051	Mississauga--Streetsville	Mississauga--Streetsville	New Democratic Party	Nouveau Parti démocratique	Pinto	Keith			18-Sep-2008	09:25:00
35051	Mississauga--Streetsville	Mississauga--Streetsville	Independent	Indépendant	Spanovic	Viktor			16-Sep-2008	09:15:00
35052	Nepean--Carleton	Nepean--Carleton	New Democratic Party	Nouveau Parti démocratique	Brown	Phil		(613) 601-0639	19-Sep-2008	07:23:00
35052	Nepean--Carleton	Nepean--Carleton	Green Party of Canada	Le Parti Vert du Canada	Gadzala	Lori		(613) 656-2021	12-Sep-2008	11:50:00
35052	Nepean--Carleton	Nepean--Carleton	Liberal Party of Canada	Parti libéral du Canada	Mahfouz	Ed		(613) 823-2243	08-Sep-2008	09:17:00
35052	Nepean--Carleton	Nepean--Carleton	Conservative Party of Canada	Parti conservateur du Canada	Poilievre	Pierre		(613) 843-1544	15-Sep-2008	04:35:00
35053	Newmarket--Aurora	Newmarket--Aurora	Progressive Canadian Party	Parti Progressiste Canadien	Baxter	Dorian		(905) 853-8949	19-Sep-2008	02:34:00
35053	Newmarket--Aurora	Newmarket--Aurora	Conservative Party of Canada	Parti conservateur du Canada	Brown	Lois		(905) 830-3433	15-Sep-2008	11:20:00
35053	Newmarket--Aurora	Newmarket--Aurora	Green Party of Canada	Le Parti Vert du Canada	Hubbers	Glenn			18-Sep-2008	02:35:00
35053	Newmarket--Aurora	Newmarket--Aurora	Liberal Party of Canada	Parti libéral du Canada	Jones	Tim		(905) 953-1433	19-Sep-2008	11:30:00
35053	Newmarket--Aurora	Newmarket--Aurora	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Luff	Ray			21-Sep-2008	10:55:00
35053	Newmarket--Aurora	Newmarket--Aurora	New Democratic Party	Nouveau Parti démocratique	Seaward	Mike			17-Sep-2008	12:10:00
35054	Niagara Falls	Niagara Falls	New Democratic Party	Nouveau Parti démocratique	Gillespie	Eric		(905) 356-9062	19-Sep-2008	08:23:00
35054	Niagara Falls	Niagara Falls	Liberal Party of Canada	Parti libéral du Canada	Morocco	Joyce		(905) 228-3260	12-Sep-2008	05:00:00
35054	Niagara Falls	Niagara Falls	Conservative Party of Canada	Parti conservateur du Canada	Nicholson	Rob		(905) 371-2987	12-Sep-2008	04:30:00
35054	Niagara Falls	Niagara Falls	Green Party of Canada	Le Parti Vert du Canada	Willick	Shawn		(289) 668-8683	15-Sep-2008	08:52:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Conservative Party of Canada	Parti conservateur du Canada	Allison	Dean		1 877 309-3326	16-Sep-2008	05:45:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Bylsma	Dave		(905) 957-8145	18-Sep-2008	03:22:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Liberal Party of Canada	Parti libéral du Canada	Carter	Heather		(806) 592-0811	12-Sep-2008	06:35:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Green Party of Canada	Le Parti Vert du Canada	Frere	Sid		(905) 957-6283	12-Sep-2008	06:35:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	New Democratic Party	Nouveau Parti démocratique	Heatley	Dave		(905) 562-7773	17-Sep-2008	01:15:00
35056	Nickel Belt	Nickel Belt	New Democratic Party	Nouveau Parti démocratique	Gravelle	Claude		(705) 897-3769	12-Sep-2008	11:45:00
35056	Nickel Belt	Nickel Belt	Conservative Party of Canada	Parti conservateur du Canada	McCracken	Ian			13-Sep-2008	12:00:00
35056	Nickel Belt	Nickel Belt	Liberal Party of Canada	Parti libéral du Canada	Portelance	Louise		(705) 969-1445	13-Sep-2008	10:00:00
35056	Nickel Belt	Nickel Belt	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Rutchinski	Steve		(705) 585-0638	20-Sep-2008	03:30:00
35056	Nickel Belt	Nickel Belt	Green Party of Canada	Le Parti Vert du Canada	Twilley	Fred			14-Sep-2008	10:05:00
35056	Nickel Belt	Nickel Belt	Independent	Indépendant	Villeneuve	Yves		(705) 671-7188	13-Sep-2008	06:00:00
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	New Democratic Party	Nouveau Parti démocratique	Allen	Dianna			17-Sep-2008	05:00:00
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	Green Party of Canada	Le Parti Vert du Canada	Bridges	Craig		(705) 472-2197	18-Sep-2008	06:25:00
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	Canadian Action Party	Parti action canadienne	Moulden	Andrew		(705) 498-6284	19-Sep-2008	03:00:00
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	Liberal Party of Canada	Parti libéral du Canada	Rota	Anthony		(705) 494-7682	10-Sep-2008	05:30:00
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	Conservative Party of Canada	Parti conservateur du Canada	Sinicrope	Joe		(705) 495-1770	12-Sep-2008	07:55:00
35058	Northumberland--Quinte West	Northumberland--Quinte West	New Democratic Party	Nouveau Parti démocratique	Christianson	Russ		(905) 373-0916	19-Sep-2008	08:30:00
35058	Northumberland--Quinte West	Northumberland--Quinte West	Liberal Party of Canada	Parti libéral du Canada	Macklin	Paul		(289) 251-2111	18-Sep-2008	10:20:00
35058	Northumberland--Quinte West	Northumberland--Quinte West	Conservative Party of Canada	Parti conservateur du Canada	Norlock	Rick		(905) 377-8071	16-Sep-2008	08:30:00
35058	Northumberland--Quinte West	Northumberland--Quinte West	Green Party of Canada	Le Parti Vert du Canada	Torrie	Ralph		(905) 372-9217	19-Sep-2008	05:55:00
35059	Oak Ridges--Markham	Oak Ridges--Markham	New Democratic Party	Nouveau Parti démocratique	Arifin	Andy			19-Sep-2008	09:05:00
35059	Oak Ridges--Markham	Oak Ridges--Markham	Conservative Party of Canada	Parti conservateur du Canada	Calandra	Paul		(905) 640-2846	18-Sep-2008	06:50:00
35059	Oak Ridges--Markham	Oak Ridges--Markham	Green Party of Canada	Le Parti Vert du Canada	Taylor	Richard		(905) 508-0264	16-Sep-2008	11:00:00
35059	Oak Ridges--Markham	Oak Ridges--Markham	Liberal Party of Canada	Parti libéral du Canada	Temelkovski	Lui		(905) 482-1830	16-Sep-2008	06:30:00
35060	Oakville	Oakville	New Democratic Party	Nouveau Parti démocratique	Bilek	Michelle		(905) 257-6756	17-Sep-2008	08:00:00
35060	Oakville	Oakville	Liberal Party of Canada	Parti libéral du Canada	Brown	M.A. Bonnie		(905) 815-1660	11-Sep-2008	05:46:40
35060	Oakville	Oakville	Green Party of Canada	Le Parti Vert du Canada	Poland	Blake		(905) 338-0416	12-Sep-2008	08:00:00
35060	Oakville	Oakville	Conservative Party of Canada	Parti conservateur du Canada	Young	Terence		(905) 338-2008	14-Sep-2008	02:30:00
35061	Oshawa	Oshawa	Conservative Party of Canada	Parti conservateur du Canada	Carrie	Colin		(905) 721-9022	15-Sep-2008	02:00:00
35061	Oshawa	Oshawa	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Gershuny	David		(416) 253-4475	19-Sep-2008	04:30:00
35061	Oshawa	Oshawa	Liberal Party of Canada	Parti libéral du Canada	Godfrey	Sean		(905) 449-0206	15-Sep-2008	02:30:00
35061	Oshawa	Oshawa	Green Party of Canada	Le Parti Vert du Canada	Gostlin	Pat		(905) 576-5648	15-Sep-2008	10:30:00
35061	Oshawa	Oshawa	Canadian Action Party	Parti action canadienne	Kreider	Alex			22-Sep-2008	05:30:00
35061	Oshawa	Oshawa	New Democratic Party	Nouveau Parti démocratique	Shields	Mike		(905) 576-2462	15-Sep-2008	05:00:00
35061	Oshawa	Oshawa	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Vogel	Peter			20-Sep-2008	03:45:00
35062	Ottawa Centre	Ottawa-Centre	Marijuana Party	Parti Marijuana	Akpata	John Andrew		(613) 627-5777	23-Sep-2008	09:41:00
35062	Ottawa Centre	Ottawa-Centre	Liberal Party of Canada	Parti libéral du Canada	Collenette	Penny		(613) 668-5931	13-Sep-2008	05:00:00
35062	Ottawa Centre	Ottawa-Centre	New Democratic Party	Nouveau Parti démocratique	Dewar	Paul		(613) 686-3961	13-Sep-2008	05:00:00
35062	Ottawa Centre	Ottawa-Centre	Green Party of Canada	Le Parti Vert du Canada	Hunter	Jen		(613) 565-0357	13-Sep-2008	05:00:00
35062	Ottawa Centre	Ottawa-Centre	Conservative Party of Canada	Parti conservateur du Canada	McGarry	Brian		(613) 237-0020	17-Sep-2008	04:00:00
35062	Ottawa Centre	Ottawa-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Soublière	Pierre		(819) 568-3707	21-Sep-2008	10:55:00
35063	Ottawa--Orléans	Ottawa--Orléans	Conservative Party of Canada	Parti conservateur du Canada	Galipeau	Royal		(613) 830-8800	12-Sep-2008	11:30:00
35063	Ottawa--Orléans	Ottawa--Orléans	Liberal Party of Canada	Parti libéral du Canada	Godbout	Marc		(613) 841-1600	15-Sep-2008	09:00:00
35063	Ottawa--Orléans	Ottawa--Orléans	Green Party of Canada	Le Parti Vert du Canada	Maillet	Paul		(613) 841-9216	18-Sep-2008	04:50:00
35063	Ottawa--Orléans	Ottawa--Orléans	New Democratic Party	Nouveau Parti démocratique	O'Dell	Amy			17-Sep-2008	02:05:00
35064	Ottawa South	Ottawa-Sud	Libertarian Party of Canada	Parti Libertarien du Canada	Brisson	Jean-Serge		(613) 443-5423	20-Sep-2008	04:50:00
35064	Ottawa South	Ottawa-Sud	New Democratic Party	Nouveau Parti démocratique	De Sarkar	Hijal		(613) 282-2670	20-Sep-2008	10:30:00
35064	Ottawa South	Ottawa-Sud	Green Party of Canada	Le Parti Vert du Canada	Ghanem	Qais		(613) 737-5752	13-Sep-2008	09:15:00
35064	Ottawa South	Ottawa-Sud	Progressive Canadian Party	Parti Progressiste Canadien	Gullon	Al		(613) 738-0712	22-Sep-2008	03:15:00
35064	Ottawa South	Ottawa-Sud	Liberal Party of Canada	Parti libéral du Canada	McGuinty	David		(613) 260-7541	17-Sep-2008	01:25:00
35064	Ottawa South	Ottawa-Sud	Conservative Party of Canada	Parti conservateur du Canada	Salibi	Elie		(613) 733-4390	15-Sep-2008	03:50:00
35065	Ottawa--Vanier	Ottawa--Vanier	Liberal Party of Canada	Parti libéral du Canada	Bélanger	Mauril		(613) 842-8167	17-Sep-2008	05:25:00
35065	Ottawa--Vanier	Ottawa--Vanier	Conservative Party of Canada	Parti conservateur du Canada	Glémaud	Patrick		(613) 686-6283	10-Sep-2008	02:20:00
35065	Ottawa--Vanier	Ottawa--Vanier	New Democratic Party	Nouveau Parti démocratique	Haché	Trevor		(613) 749-7922	11-Sep-2008	04:50:00
35065	Ottawa--Vanier	Ottawa--Vanier	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Legeais	Christian			19-Sep-2008	03:45:00
35065	Ottawa--Vanier	Ottawa--Vanier	Green Party of Canada	Le Parti Vert du Canada	Manoussi	Akbar		(613) 851-3019	19-Sep-2008	01:12:00
35065	Ottawa--Vanier	Ottawa--Vanier	Canadian Action Party	Parti action canadienne	St-Onge	Michel			21-Sep-2008	01:50:00
35065	Ottawa--Vanier	Ottawa--Vanier	Independent	Indépendant	Taylor-Larter	Robert		(613) 421-2642	22-Sep-2008	01:00:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Conservative Party of Canada	Parti conservateur du Canada	Baird	John		(613) 226-2234	15-Sep-2008	11:30:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Green Party of Canada	Le Parti Vert du Canada	Coates	Frances			17-Sep-2008	07:30:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Communist Party of Canada	Parti communiste du Canada	McDonald	Alex			23-Sep-2008	02:15:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Independent	Indépendant	Page	David		(613) 558-5529	16-Sep-2008	11:00:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Liberal Party of Canada	Parti libéral du Canada	Pratt	David		(613) 728-8685	16-Sep-2008	05:00:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	New Democratic Party	Nouveau Parti démocratique	Rivier	Marlene		(613) 722-0944	14-Sep-2008	02:00:00
35067	Oxford	Oxford	New Democratic Party	Nouveau Parti démocratique	Abbott	Diane		(519) 679-6370	17-Sep-2008	05:15:00
35067	Oxford	Oxford	Liberal Party of Canada	Parti libéral du Canada	Dennis	Martha		1 888 553-1636	14-Sep-2008	06:00:00
35067	Oxford	Oxford	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	MacDonald	Shaun		(519) 537-2535	18-Sep-2008	09:35:00
35067	Oxford	Oxford	Conservative Party of Canada	Parti conservateur du Canada	MacKenzie	Dave		(519) 602-6636	12-Sep-2008	03:30:00
35067	Oxford	Oxford	Green Party of Canada	Le Parti Vert du Canada	Mott	Cathy			14-Sep-2008	06:00:00
35068	Parkdale--High Park	Parkdale--High Park	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Borkowski	Andrew			23-Sep-2008	05:27:00
35068	Parkdale--High Park	Parkdale--High Park	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Gershuny	Lorne		(416) 253-4475	19-Sep-2008	02:44:00
35068	Parkdale--High Park	Parkdale--High Park	Liberal Party of Canada	Parti libéral du Canada	Kennedy	Gerard		(416) 763-2700	19-Sep-2008	02:43:00
35068	Parkdale--High Park	Parkdale--High Park	New Democratic Party	Nouveau Parti démocratique	Nash	Peggy		(416) 767-6762	19-Sep-2008	02:43:00
35068	Parkdale--High Park	Parkdale--High Park	Marijuana Party	Parti Marijuana	Parker	Terry		(416) 533-7756	24-Sep-2008	05:27:00
35068	Parkdale--High Park	Parkdale--High Park	Green Party of Canada	Le Parti Vert du Canada	Rishchynski	Robert		(416) 533-2030	19-Sep-2008	02:43:00
35068	Parkdale--High Park	Parkdale--High Park	Conservative Party of Canada	Parti conservateur du Canada	Saweczko	Jilian		(416) 535-4494	19-Sep-2008	02:43:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	New Democratic Party	Nouveau Parti démocratique	Boulding	Jo-Anne		(705) 644-1034	18-Sep-2008	04:10:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Conservative Party of Canada	Parti conservateur du Canada	Clement	Tony		(705) 645-1593	12-Sep-2008	11:40:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Green Party of Canada	Le Parti Vert du Canada	Hodgson	Glen		(705) 378-4065	15-Sep-2008	05:10:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Liberal Party of Canada	Parti libéral du Canada	McGarvey	Jamie		(705) 645-1594	13-Sep-2008	02:00:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Independent	Indépendant	Rowland	David		(705) 746-9173	18-Sep-2008	03:35:00
35070	Perth--Wellington	Perth--Wellington	Green Party of Canada	Le Parti Vert du Canada	Cowling	John		(519) 508-5646	18-Sep-2008	08:50:00
35070	Perth--Wellington	Perth--Wellington	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	DeVries	Irma		(519) 338-3920	11-Sep-2008	03:10:00
35070	Perth--Wellington	Perth--Wellington	Liberal Party of Canada	Parti libéral du Canada	Gardiner	Sandra		(519) 573-6610	18-Sep-2008	08:20:00
35070	Perth--Wellington	Perth--Wellington	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Ichim	Julian		(519) 703-0472	22-Sep-2008	11:25:00
35070	Perth--Wellington	Perth--Wellington	New Democratic Party	Nouveau Parti démocratique	McManus	Kerry		(519) 271-2747	12-Sep-2008	05:20:00
35070	Perth--Wellington	Perth--Wellington	Conservative Party of Canada	Parti conservateur du Canada	Schellenberger	Gary Ralph		(519) 273-1697	15-Sep-2008	04:35:00
35071	Peterborough	Peterborough	Green Party of Canada	Le Parti Vert du Canada	Berrigan	Emily		(705) 772-8378	12-Sep-2008	01:25:00
35071	Peterborough	Peterborough	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Couto	Elaine		(416) 253-4475	18-Sep-2008	08:55:00
35071	Peterborough	Peterborough	Conservative Party of Canada	Parti conservateur du Canada	Del Mastro	Dean		(705) 876-0728	12-Sep-2008	06:25:00
35071	Peterborough	Peterborough	Liberal Party of Canada	Parti libéral du Canada	McGregor	Betsy		(705) 930-6555	12-Sep-2008	02:15:00
35071	Peterborough	Peterborough	New Democratic Party	Nouveau Parti démocratique	Sharpe	Steve		(705) 741-3244	12-Sep-2008	08:24:00
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	Green Party of Canada	Le Parti Vert du Canada	Becevello	Jason			17-Sep-2008	07:45:00
